Signal,WindowStart,WindowEnd,totalPower,peakFreq,peakPower,specCentroid,specBandwidth,specFlatness,specEntropy,bp_delta,bp_theta,bp_alpha,bp_beta,bp_30_80,bp_80_200,RMS,MAV,ZCR,WL,kurtosis,spectrumCurvature,spectrumSlope,Cluster,Is_EMG_like
x2,4097,4608,1.2019261844717,12.75,1.32993053179353,14.2434398729922,7.06359943711638,0.00511661471702985,0.345587564467802,0.00150866632949815,0.00236712823858598,0.804043462499085,0.356149449346667,0.0353322208759758,0.00249442065559767,1.01603025008016,0.75873076264485,0.29296875,153.549331788415,2.78275015140187,7.52495864189753,-1.72844054362842,2,0
x2,4353,4864,0.891058951691151,12.75,0.802844203926648,13.7005568460207,5.96048840233146,0.0064398185856668,0.367199625177181,0.00182350943258515,0.00157707303723223,0.575727814140899,0.291820584778544,0.0185912330972135,0.00139386974168369,0.908408886898509,0.637009977685306,0.359375,138.805611117718,3.52759930484139,4.99459918362179,-1.6630021595433,2,0
x2,4609,5120,0.0287407052991969,38.5,0.0148039561826253,31.8350664164165,22.0069645893041,0.0593978464701327,0.648639157881796,0.00157958839224969,0.000629344491633963,0.00468379792792552,0.00597121730224727,0.0146178386875098,0.00123351422905867,0.221047366471453,0.158720781565244,0.5703125,64.7779791065984,6.30897112504474,0.136756227525112,-1.72330931197784,2,0
x2,4865,5376,0.0312165304486063,38.25,0.0164193978418241,30.1250026059145,24.7451957290398,0.0376775795447578,0.609540068272485,0.00456576956095342,0.00221208233574496,0.00374721751858264,0.00362719840325242,0.0157126521959553,0.00134510799174832,0.167109066298329,0.131304734471841,0.60546875,62.5168332488747,3.21575910572525,0.147584552806988,-1.78447800067855,2,0
x2,5121,5632,0.0264841775457096,38.5,0.018691966032599,33.2666623610037,25.7988983209208,0.0263877617799064,0.533403870360672,0.00544544602929505,0.00110401024334558,0.000949040434822984,0.00170655231278411,0.015913575137412,0.00136376151928456,0.167931033033409,0.135218644189594,0.60546875,65.0943479812545,2.85696251648872,0.146990355405611,-1.77453826595818,2,0
x2,5377,5888,0.0251908400684509,38.5,0.0182723793649489,36.3472634180323,24.5515899980082,0.0394580482110684,0.587101800193372,0.0013487434704229,0.000852722995238966,0.00179481741392718,0.0042356215422832,0.0155221838066452,0.00143040524721945,0.165626411854294,0.132716408841869,0.640625,65.8600833988063,3.06274377463027,0.130588145635191,-1.92980912520043,2,0
x2,5633,6144,0.0498357165857753,38.5,0.0155177521738293,26.4462044642489,18.7621139543501,0.0601864754043772,0.68507022569519,0.00197526216384493,0.00259315696685125,0.00939835918809768,0.0188872344613486,0.0159313037206511,0.00104856982085082,0.19120135701486,0.149073140317337,0.5078125,61.1744193281479,3.36661785498702,0.191991324977672,-1.76097580515696,2,0
x2,5889,6400,0.283682519116071,13,0.147008646965373,13.6573987654697,6.85174612537557,0.0102316791369312,0.480261428577128,0.0087711024276795,0.00131873796810162,0.158383800781715,0.108207399873945,0.00642453877862303,0.000567294699256331,0.453278430065921,0.307829589610365,0.32421875,68.9165519412561,4.78746023554555,1.15235000033079,-2.1631359654383,2,0
x2,6145,6656,0.0814049128754439,13,0.0438437608476745,13.3171033641792,6.90957057467612,0.0161656602767862,0.486893844520958,0.00255635376879346,0.00270475831358224,0.0427108170904857,0.031827766070028,0.00136779880273026,0.000223954523857529,0.441480044321375,0.282236231420938,0.2578125,54.0124783981304,5.26768191426515,0.348901137146146,-2.30253103971859,2,0
x2,6401,6912,0.052269929428981,3,0.0133292178443485,8.71321594962233,9.63581114661436,0.0319929956628222,0.645663270207604,0.0146956958800176,0.0179383156713889,0.0132479514523955,0.00481210481581098,0.00132671661879097,0.000213829201153945,0.288905217904787,0.194647574013158,0.18359375,29.7001280355346,11.5454720940349,0.0869292277105809,-2.43086165499017,2,0
x2,6657,7168,0.23439013756503,12.5,0.0536111093120331,13.4017260939905,9.37349934019673,0.0346844491703028,0.695333571075252,0.0173015348331414,0.0451981301517189,0.0747336297222368,0.0877542285267975,0.00870230893251762,0.000608433447639259,0.404266306488998,0.29477335589671,0.16015625,44.6701139642726,5.39371532194235,0.391012952144062,-2.61102348553199,2,0
x2,6913,7424,0.0711320972416115,2.75,0.0298524594985199,8.78534135790209,10.9128710872284,0.0279669305406881,0.63150579787961,0.0265672533845685,0.0213725177999335,0.0105035173259931,0.00968305560075132,0.00258306942093077,0.000396049662237172,0.320524675825712,0.218295729348303,0.14453125,33.4420625887949,6.39578728455408,0.177973047101572,-2.43520048009732,2,0
x2,7169,7680,0.0724163874306471,5,0.0178606458819671,8.22899378298779,9.65886511005512,0.0226218546123434,0.616298060992258,0.0170068014034386,0.0377812374478496,0.0062074839591301,0.00884670325771969,0.00213819151853917,0.000272526602906803,0.231134988924629,0.178434889201704,0.1171875,21.2135256466965,3.7157389125673,0.137754029064252,-2.55333291232668,2,0
x2,7425,7936,0.0848885353779655,5.75,0.0266487173539233,7.38372068338872,7.68085837460578,0.0193791737044293,0.602540667594691,0.0213907635408262,0.0410406774581509,0.016156021360652,0.00472581575170583,0.0013395134301139,0.000225027596408663,0.272389745021168,0.205693507815736,0.15625,28.1502882510527,4.59072522044373,0.104167788321476,-2.41791657630213,2,0
x2,7681,8192,0.0222613532433538,5.5,0.00509269940352993,14.7589872976547,15.43991721489,0.0554556495621894,0.696728433068933,0.00249307690840589,0.00638607176828882,0.0059383327778378,0.00469838876790304,0.00242330696480917,0.000221932198566218,0.234403940199247,0.173496604324456,0.29296875,37.0353011845351,5.77792347375646,0.064707406514804,-2.12915443528225,2,0
x2,7937,8448,0.113818901608027,3.5,0.0253338389805748,14.8344486274011,14.8947177510616,0.0480304437457089,0.717448066046813,0.0290682152135881,0.0214708333336935,0.016386903350827,0.0322322429495181,0.0136782324823394,0.00095120288790186,0.361700871208499,0.261423057829351,0.328125,48.7406459505865,5.47226324540262,0.266335171712851,-2.30182481122564,2,0
x2,8193,8704,0.513487883397283,2.75,0.101312557214083,13.1185004792397,11.5003913854636,0.0363153283033218,0.691985925925585,0.123677495516007,0.0428405026279054,0.155919709061319,0.16185541558838,0.0271855872052853,0.00154610547873898,0.697112954962538,0.518419849177778,0.28515625,108.91599547055,4.40777448674873,1.19740111716767,-2.46380328181712,2,0
x2,8449,8960,2.82517691987499,12.75,2.59286858109266,13.7269935123225,7.42223043077235,0.0103869387359393,0.437535091753971,0.121829047897422,0.0674502728674167,1.68689088011164,0.854619999442927,0.0879753924253432,0.00550419294905713,1.83375408358053,1.37928759393018,0.2421875,270.349329582505,3.15612867734097,15.642862328539,-2.34850973033122,2,0
x2,8705,9216,7.27985751825722,12.75,9.76679902523303,13.2637711000835,4.52336964725864,0.000926787822084728,0.278992578403572,0.0618824628602616,0.00612041325547139,5.20279113577505,1.91453398137307,0.08794652923253,0.00577391978441683,2.5999873727142,2.23181946838349,0.19921875,407.998007619729,1.85412789479237,49.1763910959436,-2.00555325847646,2,0
x2,8961,9472,4.46895345113828,12.75,4.28179162272396,13.8603927982732,5.88402692500552,0.00348843429052112,0.385701267968315,0.00144903890976478,0.0014260830521967,2.93288496045102,1.4090278644697,0.11783324302473,0.00476858981347016,2.16783800913157,1.6880846686743,0.27734375,339.965380853098,2.59187395132172,23.7349859947697,-1.67007575671309,2,0
x2,9217,9728,3.16533666382615,12.75,2.79818943252434,14.5030426622107,7.24993067217165,0.00783204130110769,0.398950260257744,0.00694969811916742,0.00244221885328958,1.98851319144882,1.07419896705294,0.0865279162164921,0.00639986393444105,1.42686261244715,1.07756872792858,0.28515625,250.793927654852,3.45500082989108,17.5875496038046,-1.42652043908484,2,0
x2,9473,9984,1.50398713353809,12.75,1.72184051660662,16.9882356854473,9.98025100928512,0.00241195945063503,0.352096564143427,0.00055012191848401,0.000638810226698221,0.874390493022491,0.573050549899124,0.0497076456847826,0.0049044796788903,1.36846059528209,1.07489295889139,0.19921875,252.452747157496,2.91024158357798,10.3417324360326,-1.23204107438209,2,0
x12120_mean,1,512,27908544.0319487,0.75,16499130.1932036,7.14010571175289,14.6072919902962,0.0622963323207834,0.566734660927572,7827908.04639744,1292443.37526675,2063339.80157397,2105415.64474021,2011986.23763767,205731.376229273,7102.98384580683,4624.55019938038,0.03125,305744.489179796,5.83033247777374,34124888.4011894,-1.84846696786865,2,0
x12120_mean,257,768,988952.494554224,0.25,1124349.98847296,0.938367365393875,2.13903042424695,0.000419376092339899,0.345240985278806,203109.53685099,20116.2982637822,7474.4492545658,3899.2320519817,1123.35717763632,36.3351007077359,1089.02623297323,974.186915143927,0.0078125,22375.1744581867,1.91665670107806,2357954.76130362,-2.98823951575643,2,0
x12120_mean,513,1024,392744.741261778,0.75,367376.491976011,1.73437030315628,3.13399236583064,0.000172753215831836,0.417277875747553,130725.768674793,24474.0605441816,2825.21458645548,5431.51289848551,1165.50932296727,8.34363554141687,660.25347057133,530.502979314515,0.07421875,24149.4623879772,2.47380155377457,437938.590108223,-3.5828371231285,2,0
x12120_mean,769,1280,276655.872084226,0.75,191124.44929096,2.59250769733544,3.92692609133396,0.00072491884243509,0.468628157756255,132897.953892782,18683.0236996559,6708.91207552546,5498.01670689722,1442.08070073215,17.1160310847869,514.744135945693,429.323111208959,0.03515625,22263.4658313823,2.42534229117717,362483.139012489,-3.33823027047149,2,0
x12120_mean,1025,1536,211134.619799172,1,164006.112756664,2.26752485632615,3.82289258250478,0.000576373194534139,0.432240032694825,131238.815390705,9708.17777122436,6177.83464713047,2176.87332848514,1206.76745969504,12.7886368862407,522.159417229813,391.60073463948,0.0859375,22983.2993195872,3.26591105801275,472041.197322894,-3.25538505756762,2,0
x12120_mean,1281,1792,526469.013356059,0.75,465652.465429585,2.19218009063482,3.21867326492906,0.000249326515592028,0.449584209017591,181210.101165262,46890.8912482394,18793.1633678642,6722.55715292188,1008.59344877521,10.7650050555641,640.35809482718,535.862998262484,0.03515625,23569.4186030404,2.31005013318279,619757.40544753,-3.66796809535771,2,0
x12120_mean,1537,2048,208181.783987118,2,143378.132319096,2.78941905775928,3.85920798169956,0.000122786580215895,0.466627117066987,142702.446643725,18319.5792065242,3668.88350661957,3171.21137818869,1317.10513179515,6.99373460634323,419.825563613291,322.053548242567,0.078125,20601.5013805047,3.2474240731156,507363.897933033,-4.17105583492386,2,0
x12120_mean,1793,2304,113748.166627279,1.25,51036.6313504209,2.90823581398594,4.87041326543375,0.000812625442054994,0.495104684421434,70657.9198657397,8587.18489212715,3923.93235116974,1941.80253397415,1264.16260517759,10.0063611008285,372.623069873337,296.190048014986,0.09375,19677.7410372052,2.88588797226417,162320.277148401,-3.4699078307224,2,0
x12120_mean,2049,2560,170847.822066909,2,118619.548617915,3.06424192556593,4.11574897795924,0.000291405284103147,0.448646097092288,140162.314904505,15699.8586498538,6014.81315473731,2093.99851200616,1217.31538674284,10.8542509247157,357.165476227947,264.371383790096,0.13671875,20398.3628894379,4.09349404809466,594901.522224301,-3.62633129971454,2,0
x12120_mean,2305,2816,176680.492883966,1.75,138871.065461246,2.786392952467,4.18427845169398,0.000224542762929027,0.441452360347428,143999.873033109,4239.36908917679,4864.55096993639,3795.29669204522,1292.293948996,8.21585535622909,401.124425944613,305.857066537981,0.12109375,20795.1713585652,3.14965544693429,546510.863803743,-3.73587283575041,2,0
x12120_mean,2561,3072,78338.4939443001,0.75,49679.1389672721,3.12200882683423,5.79070848566111,0.000424293316422338,0.4782971326462,40606.0371046384,3079.77018555597,2477.6857562085,1412.41802712139,1415.05654323508,9.09344385372183,312.208575900446,244.37875869849,0.08984375,18537.2518273052,3.00256044068212,123742.385389662,-3.46008994951057,2,0
x12120_mean,2817,3328,54156.3343017225,0.25,23269.0540956993,4.15439386946929,6.65090416506182,0.00144172655164395,0.538163263397967,22240.5397001919,9343.87719218013,3610.8631141625,1430.16386694044,1267.15190397455,7.55210484147427,342.063185623849,265.584419035237,0.10546875,19518.1967096051,3.46382596758729,89296.9339812718,-3.32362441652974,2,0
x12120_mean,3073,3584,171702.820202698,3.25,67895.0306950413,3.86836755437382,4.19210300224301,0.000221949538530313,0.552353348489247,99728.4108020109,36936.7410185676,5731.98450113873,4098.59463991589,1180.55797069408,5.83265609184015,326.534337088814,236.413021490569,0.15625,20205.2845635005,4.53999418908526,293119.854256465,-4.01116092523941,2,0
x12120_mean,3329,3840,35278.9703024329,3,14713.1444945549,5.15123193934849,7.59667717772399,0.000600198776914881,0.548590869794304,19178.0803390289,3490.4801540322,3602.71532271351,1069.66512553553,1225.20297487711,6.74693070506769,194.234240417712,156.974639635183,0.1328125,18324.3583443433,2.63915311724357,81753.5006497663,-3.6418095566932,2,0
x12120_mean,3585,4096,75748.2100568712,1.5,34351.1758550271,4.08309449378174,5.65187796209276,0.000344131654309337,0.519296233651246,58187.9846403754,9954.36584156267,2195.63175629974,2458.64173793092,1267.38555906962,6.3167968877817,237.405636272434,175.90822935536,0.14453125,18515.1648028791,3.83569944850877,167468.365244122,-4.02215520073669,2,0
x12120_mean,3841,4352,56941.3295106851,2,29414.8678207182,5.14160057207074,6.88907979869482,0.00115378960621514,0.546883936563697,33897.5500294921,4787.63107430828,7049.8089909458,4393.46964743163,1225.67909321224,7.80022479383564,258.634705020173,199.987707687635,0.12890625,19608.0447879764,3.16299948982606,181357.874653746,-3.62542524218964,2,0
x12120_mean,4097,4608,32108.5911738971,2,12552.8334042774,5.30363096075166,7.89621994324571,0.000339560502109227,0.557347455120292,19365.2286783925,4503.67354883312,2555.54886257134,1219.95245109359,1192.96167238846,6.60409870189001,183.760664334133,139.381044419381,0.171875,17860.2542804252,3.32373027827252,70553.8378162002,-3.93924936157699,2,0
x12120_mean,4353,4864,41630.6068260002,0.75,18813.6142219471,3.99787853648331,7.07976302249367,0.000290575334134776,0.542994609423699,15941.535167199,8182.70040141187,1490.56243112313,1083.58093786287,1179.94613062683,5.7892449589303,187.920211832518,152.480776108855,0.1328125,16748.1659343775,2.67236005311516,50504.9876232926,-3.82164486023851,2,0
x12120_mean,4609,5120,167061.34487474,1.75,104884.093229141,3.37140540771903,4.31423151847264,0.000370525569274488,0.489393331364955,105027.664544047,34916.588134449,6632.03462900559,3219.09946680317,1137.53300531927,6.80030282994533,406.616811262756,303.257112790308,0.0859375,21338.4177856103,6.09311359767936,566469.359590907,-3.89081584166756,2,0
x12120_mean,4865,5376,153395.993654299,1,90815.3534243255,3.21917414436086,4.53504750365498,0.000639558731642333,0.514065668178682,79121.4336992805,24621.2610821222,4308.42767003577,3883.63641625126,1119.73627225665,8.21828242330442,394.981395782809,280.834715956761,0.06640625,21135.7917918397,6.94612407543669,262008.195638879,-3.71498726746944,2,0
x12120_mean,5121,5632,61501.650239339,2.25,29639.9094716304,4.36547952590716,5.87867747881432,0.000472262110960338,0.529413548458375,41706.3216972279,8128.74781794618,4138.36952707727,1120.78269591651,1125.89961402108,7.8216094745331,241.170805691272,193.804673642484,0.09375,17607.4971751831,2.86050302846911,179518.144240542,-3.72254301385849,2,0
x12120_mean,5377,5888,5721635.17916097,0.75,5150736.52829519,0.977695222111409,1.6340620000313,0.000307534150616402,0.341987845946511,1645043.79649664,65587.923392462,31595.4061940649,27857.9397393949,1487.87445744313,117.015175941531,3010.15492443045,2084.97312577755,0.04296875,71195.6233744817,4.65423524299517,9458269.37464585,-2.97191796717981,2,0
x12120_mean,5633,6144,20483153.1194033,1,14509187.5965776,1.92429473068901,2.73575072152877,2.52672108959069e-05,0.422580339096771,11172392.0107195,422138.68301267,684474.156765052,461779.044663383,877.952566265877,19.5039064553798,3527.99066655709,2436.33662321428,0.01171875,74475.1981807438,5.50279057681296,40012801.5494988,-4.53569664807036,2,0
x12120_mean,5889,6400,190526.119330216,0.25,140482.781948097,2.09306442455342,3.83774081914869,0.000379376314632681,0.460505955879736,88952.3081699327,15161.3806059245,1793.23307742893,1810.13109834542,1234.05452135629,8.77038726696963,579.203843689184,450.186452199728,0.0703125,20958.2023032225,3.66016931437748,248081.026900919,-3.59278459402543,2,0
x12120_mean,6145,6656,109908.661073572,0.75,105704.589521018,2.49623198332525,4.9766444530018,0.000955306540740953,0.426508518059097,28156.6639502806,11459.9145251639,1676.41490178786,2574.1274004173,1155.56685715088,10.8230930041271,432.828017892125,350.737999625235,0.0390625,19045.0545879128,3.63703369890115,161556.988655439,-2.97414756522888,2,0
x12120_mean,6401,6912,276486.020741976,1,170375.202190903,2.59997238977423,3.65219691841396,0.000127635488901153,0.485431056906245,164184.558363158,29964.3643061672,6598.53621009163,4516.21848527155,1159.28076074627,8.14069812328545,393.96167984577,282.765162151669,0.0859375,19669.430830402,6.82780178782154,552495.920097988,-4.12984652781948,2,0
x12120_mean,6657,7168,64839.1103034812,0.75,57266.6922060095,3.07095104973043,6.20201322532169,0.0022019597692815,0.464879771369288,16199.4565943332,6194.04427182715,3483.03371080838,1313.33102303132,1171.36669582809,13.0572924249268,316.599940267727,247.308437257246,0.06640625,18415.6307347147,4.34146108299502,83784.7550192387,-2.968478821548,2,0
x12120_mean,6913,7424,91956.9619817233,0.75,66390.3018346597,2.84145983668587,5.17579323062113,0.000227822390306704,0.474744567098642,30793.7203435488,14361.8045199296,4537.16392014619,1270.31052476437,1172.55726746947,6.707048806649,269.29273924967,220.236819062991,0.109375,17772.0049680205,2.46743994537314,146485.935647832,-3.86699247472385,2,0
x12120_mean,7169,7680,23341074.0257305,0.75,7989671.32339567,9.93227658420922,13.9915551982207,0.0762923467572971,0.695074423719884,3073877.91211189,6163291.43552881,4184737.59431703,3141848.29396774,1531822.62328238,135872.575426373,5323.59657541568,3457.21604452332,0.04296875,199433.938735036,7.98604172313437,20675432.5350186,-1.99108713648029,2,0
x12120_mean,7425,7936,119155789.39088,1.75,40616255.3993827,8.47064283747912,14.3675311159967,0.0710607626498596,0.645463431320062,59439709.0117202,12739748.9202171,6976150.38356371,15647594.444906,7085046.29994703,1092840.80299286,10635.0182845548,8958.43612810943,0.06640625,553941.675667794,2.1808326326336,218958872.945379,-1.96373852945653,1,1
x12120_mean,7681,8192,158173769.084049,0.75,67449345.2256634,3.97412590354338,7.73607978617341,0.0208359427790133,0.557407064735968,73345207.0071118,21701231.3262379,6091380.96945361,6488362.85608672,2552370.42419415,246604.126573712,13120.6640075866,11942.2666229352,0.0859375,759928.270131493,1.52492240928024,136826346.656313,-2.43406074405294,1,1
x12120_mean,7937,8448,110136177.341222,0.5,57729899.5026879,8.77156106704198,12.8599690630514,0.051547460025305,0.649241194755222,16110843.4563437,11538047.100542,11246615.7436701,22627779.8588244,6591323.19136624,516558.335912537,10369.2661872748,8875.05485245953,0.0625,571253.600695747,2.08850935581538,202448899.938947,-2.21535987989649,1,1
x12120_mean,8193,8704,32030816.0258212,1.5,16204842.917317,8.98841534824586,13.3456196789277,0.0666677830347886,0.652497975475502,14884348.4240975,4565624.0915146,3765493.02584962,4980451.25236085,1594742.83801173,275992.236777106,8204.44148385003,5524.57567973871,0.1171875,514027.256140501,4.20484604434953,66963846.6099613,-2.05455397589507,2,0
x12120_mean,8449,8960,121294615.075585,1,59769734.7124598,4.24024997378442,8.85895806613829,0.0263277107187843,0.551714677619513,56687614.0321668,14505150.4478928,4456855.67892596,6257989.90745442,2536294.12163219,320031.730880607,10921.726463291,8999.99957457442,0.0625,553566.684203348,2.1489899254688,191543720.798278,-2.30805429134283,1,1
x12120_mean,8705,9216,153543680.480141,2,89020352.0148569,4.43980701149881,7.92764047799516,0.0186179535759634,0.545981755845076,100395016.252514,12238600.5966132,4618402.67913746,11155670.7102438,2452079.20326402,278605.45942119,11502.5027807729,9796.65592984804,0.06640625,491888.745333858,1.87968236129176,322013341.832462,-2.36557605251506,1,1
x12120_mean,8961,9472,232611935.004428,2.5,100233105.921379,4.57500493410065,8.15452783499573,0.0205603372946698,0.555154547499198,114940967.880522,24441145.0662023,7897077.57744211,18810608.0183771,3735584.68821996,379120.281563508,12795.3053492404,10790.025392385,0.0859375,636120.347466096,1.84777113218506,343121014.620079,-2.4784757806674,1,1
x12120_mean,9217,9728,160242478.147675,1.5,67006834.3727804,7.53824106386624,13.6812779674857,0.0710291765840476,0.637116419235694,78551227.8843005,11822433.8651785,11073303.6685923,24184141.869702,6403864.63103827,1324792.8672278,12903.3415005255,10590.3948432794,0.0859375,695252.348618711,2.31268488658104,294133160.371147,-1.91808890063877,1,1
x12120_mean,9473,9984,178183113.34959,0.75,106467549.565696,4.85578876063485,9.8568385268905,0.0317110559277849,0.561049642736585,72150343.1668642,17453792.424793,8251692.4282403,13822232.7699009,3925008.95093579,595736.379465459,12296.8447990363,10634.5258879565,0.05859375,469744.735559799,1.8617539790809,256941742.527097,-2.17251154224976,1,1
x12120_mean,9729,10240,34902371.7248628,0.5,35423449.7355867,1.41702858160622,3.13263083420438,0.00123775651103138,0.379122256562563,6893198.18452936,403940.1805617,1075781.02663293,707475.813202061,12094.5863251583,5998.62700441285,5452.7265482478,4242.14839245387,0.0546875,180356.61949537,2.9813371129308,66827371.5884575,-2.61552829954245,2,0
x12120_mean,9985,10496,8299570.56343579,0.75,3826540.23183365,3.56470545321016,5.1114947445142,0.00597494262135623,0.529540379412841,4278521.15324792,563453.548371472,593196.1359837,407713.252102813,19790.8071073595,5528.04372461082,2443.68245907098,1744.35200009327,0.05078125,95975.4319418843,8.06957988900935,13530200.3161675,-2.37012465180653,2,0
x12120_mean,10241,10752,2038342.09376144,0.5,2157468.97123407,1.2345777559449,2.08512707354045,0.000288497366378127,0.360461259270891,468458.23235336,65249.5511076342,16992.1948635536,8154.81940680861,1729.21902122053,49.4526098341967,1789.77703823606,1399.20236698427,0.03125,48771.9552044715,3.44905624243579,3504655.2573425,-3.13247010383163,2,0
x12120_mean,10497,11008,2677204.78553995,1.5,824837.928661926,2.69810311041755,2.37444870963738,0.000379939800246297,0.52321016355246,1620585.67001634,455183.944515928,46906.8913417458,12414.4945722145,2046.77544796174,74.8416271128015,1492.02600931337,1016.35637148491,0.03515625,51421.2051900992,5.28738758457958,2419540.31357013,-3.71390731425123,2,0
x12120_mean,10753,11264,1861797.04548865,1,597488.498452082,5.3570839694258,8.98947498940132,0.0232759990519364,0.598105836221605,951543.186836845,247186.441752711,177384.42087483,137362.790502907,36308.3300860163,6446.2095252191,1003.27992891408,652.18031432248,0.0859375,47654.1528709807,7.70628853456261,3287523.06167031,-2.47732687534484,2,0
x12120_mean,11009,11520,310949.645661393,2,210646.125599507,2.7374247061034,3.80173365072922,0.000887713193285531,0.463265448663698,219373.178886437,24786.0802771709,8001.92540593785,3098.11310272469,1820.54840351295,29.2241124759051,603.46886708833,463.964062902914,0.078125,31703.2383209315,3.53104588055636,803310.960655909,-3.19897731554191,2,0
x12120_mean,11265,11776,604568.244216974,0.75,446428.290627823,1.56209506804442,2.52271057185429,0.000110047073123384,0.415497854293449,283866.883032961,27816.8260301418,1176.16762212532,1373.59472618289,1763.30105971432,13.1966395766567,579.110078976483,450.1810996294,0.02734375,21739.7341288058,3.65224710499556,680811.910576702,-3.5296452674543,2,0
x12120_mean,11521,12032,109348.639310316,0.25,106379.292906229,2.16678523658483,6.15189990250313,0.00579624354205435,0.427435589016307,33637.7268784919,4907.82389484069,1903.38897437076,1770.01100717693,1810.85027959561,81.5444471551805,720.299845841558,462.531779137301,0.046875,25340.0797189381,8.88530103585264,207095.233629858,-2.26158057304646,2,0
x12120_mean,11777,12288,7415275.13196865,1.5,3358236.6800419,1.78157560856842,1.5829940433206,4.63488250623349e-05,0.443900698626403,5140722.70264403,236939.059553549,39371.0215705927,25056.1539825442,1485.69502808548,14.6209105634567,1842.58454601629,1122.19535243774,0.05859375,35516.5963913154,9.04540425178815,14540493.7548768,-4.29764992773141,2,0
x12120_mean,12033,12544,4085684.94205408,0.25,4153698.46552948,1.62539694204618,2.89767892843336,0.000234583666369128,0.424442780460407,1633679.90862476,241256.284124393,75345.4598521042,85002.4433204411,1997.05906727041,241.846335189362,4094.28431646118,2825.25402373038,0.01953125,106919.59122523,6.06813391895321,7057259.64346228,-3.75408187669077,2,0
x12120_mean,12289,12800,38463509.9395256,1,21506612.8830136,2.22751858153759,2.89140773745477,0.000174160752659785,0.45793190387815,21792127.3280697,2126764.02748596,1312030.51039154,974598.5662946,1923.11397508475,327.156486824501,5199.93699328734,3877.22913858463,0.01953125,143940.585636542,5.1505360927474,76368045.5442681,-3.67913084295373,2,0
x12120_mean,12545,13056,38056952.3291624,1.75,18690535.815184,9.61554683471376,16.6835313288835,0.11017833973554,0.660034571619677,17713190.5053072,4995756.32161937,5385257.05568543,3132026.09262562,2829363.85534154,499025.033159425,6061.52869289905,4398.954292245,0.04296875,242693.576039009,4.98381991377598,73911221.3463011,-1.7006987995483,2,0
x12120_mean,12801,13312,126557853.916369,0.75,72682479.1602506,8.5063077990351,12.8711572628207,0.0546289189349457,0.637070947279192,16976494.4613725,23711528.9667226,16710793.1880356,20030860.2903563,5753210.03477039,742265.393558425,11687.5210842695,9848.48252823569,0.07421875,650522.851941674,1.98206826821895,243827061.363511,-2.12605897759853,1,1
x12120_mean,13057,13568,176253688.521237,0.75,146253488.262102,4.72223361288836,8.93387617563216,0.0243445682954209,0.519908596173018,29659365.01499,7791934.93036845,17612491.5390944,18002888.2490618,3338214.68889791,253539.484058219,12106.0040233754,10575.7605030695,0.07421875,632740.039389398,1.72517326757026,290194110.702488,-2.49778774695572,1,1
x12120_mean,13313,13824,45154916.6272118,0.75,22373591.4187345,2.55592671384266,6.35810107624278,0.013748877110747,0.466643949336168,24016294.4768781,1634966.012515,781977.724906385,1508635.4653093,261135.486049793,71018.5347793329,7206.31430374533,5239.82334329937,0.09375,343064.467001838,4.72483767655492,66862494.7448871,-2.18101864925374,2,0
x12120_mean,13569,14080,42416064.8515078,0.75,12803771.8128222,12.772276316953,17.4568624382618,0.135540995750645,0.733887186874339,9538684.23872826,5733298.21045742,4011035.3814192,11283604.3685589,3186179.91856764,698492.966114497,6582.49662013507,4777.38807894991,0.08984375,494738.295120171,4.77597720066311,34822664.7300043,-1.72191849655671,1,1
x12120_mean,13825,14336,129432873.399049,1.5,36400847.3802982,5.32133153294844,8.63413845698825,0.0269988774624469,0.608534777594411,72203319.0011276,25299126.6192048,9383700.99362097,8675002.27291866,2132042.20695016,299101.599064448,8317.35176399222,6029.23538919303,0.09375,456596.163855434,4.00520017639376,231545237.354877,-2.41697983502615,1,1
x12120_mean,14081,14592,42726250.2366538,0.25,45153843.6622786,1.4601499799868,3.67850588780563,0.00249672970680988,0.369962601722202,12765208.7935475,374948.06491725,1272014.49605357,1118034.21070214,46308.9637131655,13628.0563416278,10208.5044117823,8474.41082091247,0.02734375,352222.42556912,2.64721969992505,88662120.2701981,-2.47900076613302,2,0
x12120_mean,14337,14848,165402459.858252,0.5,103932779.969726,7.90073424083891,13.781703139227,0.0663071094767105,0.615557017834846,25496065.7020703,6256552.57617851,28628471.1353754,22711866.7461873,8295504.36593349,1480338.56278543,11191.7458103207,9781.72890594683,0.05078125,527057.228673553,1.93287342637446,258833908.397063,-1.95922864036196,1,1
x12120_mean,14593,15104,109803090.853509,0.5,48474684.3861245,8.76796436472184,10.5582246869529,0.0362604517594406,0.649430898564954,16957621.9047809,3479247.4848108,21232740.356893,28360475.2071802,3999671.77671721,184489.713596252,9064.3779023846,7221.58350755178,0.05859375,412345.383070696,2.81578965025483,139845431.782038,-2.53711946716396,1,1
x12120_mean,14849,15360,10939024.8860246,1,9854847.57865447,5.54141946815976,9.54580175807912,0.0284810283231079,0.551878941215033,3820431.03592223,1578981.72646951,724098.665072292,1139674.6658218,251798.262821209,25638.0937910501,5796.99688436321,4345.31592601643,0.07421875,300318.166232935,4.06383104092683,17468084.7551276,-2.52413231810046,2,0
